Trait,gene,category
C3_SKIN_EXALLC,MX2,both_missed
C3_SKIN_EXALLC,MYB,both_missed
C3_SKIN_EXALLC,MYCL,both_missed
C3_SKIN_EXALLC,MYCN,both_missed
C3_SKIN_EXALLC,MYD88,both_missed
C3_SKIN_EXALLC,MYEOV,both_missed
C3_SKIN_EXALLC,MYOD1,both_missed
C3_SKIN_EXALLC,NAB2,both_missed
C3_SKIN_EXALLC,NACA,both_missed
C3_SKIN_EXALLC,NBEA,both_missed
C3_SKIN_EXALLC,NBN,both_missed
C3_SKIN_EXALLC,NCKAP5L,both_missed
C3_SKIN_EXALLC,NCOA2,both_missed
C3_SKIN_EXALLC,NCOR2,both_missed
C3_SKIN_EXALLC,NDRG1,both_missed
C3_SKIN_EXALLC,NDRG3,both_missed
C3_SKIN_EXALLC,NF1,both_missed
C3_SKIN_EXALLC,NF2,both_missed
C3_SKIN_EXALLC,NFATC2,both_missed
C3_SKIN_EXALLC,NFE2L2,both_missed
C3_SKIN_EXALLC,NFKB2,both_missed
C3_SKIN_EXALLC,NFKBIE,both_missed
C3_SKIN_EXALLC,NINJ2,both_missed
C3_SKIN_EXALLC,NOTCH2,both_missed
C3_SKIN_EXALLC,NR4A3,both_missed
C3_SKIN_EXALLC,NRG1,both_missed
C3_SKIN_EXALLC,NSD2,both_missed
C3_SKIN_EXALLC,NSD3,both_missed
C3_SKIN_EXALLC,NT5C2,both_missed
C3_SKIN_EXALLC,NTRK1,both_missed
C3_SKIN_EXALLC,NTRK3,both_missed
C3_SKIN_EXALLC,NUP98,both_missed
C3_SKIN_EXALLC,NUTM1,both_missed
C3_SKIN_EXALLC,OLIG2,both_missed
C3_SKIN_EXALLC,P2RY8,both_missed
C3_SKIN_EXALLC,PABPC1,both_missed
C3_SKIN_EXALLC,PADI6,both_missed
C3_SKIN_EXALLC,PALB2,both_missed
C3_SKIN_EXALLC,PARP1,both_missed
C3_SKIN_EXALLC,PAX5,both_missed
C3_SKIN_EXALLC,PBRM1,both_missed
C3_SKIN_EXALLC,PBX1,both_missed
C3_SKIN_EXALLC,PDCD1,both_missed
C3_SKIN_EXALLC,PDCD1LG2,both_missed
C3_SKIN_EXALLC,PDGFRA,both_missed
C3_SKIN_EXALLC,PHF6,both_missed
C3_SKIN_EXALLC,PIGU,both_missed
C3_SKIN_EXALLC,PIM1,both_missed
C3_SKIN_EXALLC,PLA2G6,both_missed
C3_SKIN_EXALLC,PLAG1,both_missed
C3_SKIN_EXALLC,PML,both_missed
C3_SKIN_EXALLC,PMS2,both_missed
C3_SKIN_EXALLC,POLD1,both_missed
C3_SKIN_EXALLC,POLE,both_missed
C3_SKIN_EXALLC,POLQ,both_missed
C3_SKIN_EXALLC,POU2AF1,both_missed
C3_SKIN_EXALLC,POU5F1,both_missed
C3_SKIN_EXALLC,PPARG,both_missed
C3_SKIN_EXALLC,PPARGC1B,both_missed
C3_SKIN_EXALLC,PPFIBP2,both_missed
C3_SKIN_EXALLC,PPM1D,both_missed
C3_SKIN_EXALLC,PPP6C,both_missed
C3_SKIN_EXALLC,PRDM1,both_missed
C3_SKIN_EXALLC,PRDM16,both_missed
C3_SKIN_EXALLC,PRF1,both_missed
C3_SKIN_EXALLC,PRKAR1A,both_missed
C3_SKIN_EXALLC,PRM1,both_missed
C3_SKIN_EXALLC,PROCR,both_missed
C3_SKIN_EXALLC,PSIP1,both_missed
C3_SKIN_EXALLC,PTCH1,both_missed
C3_SKIN_EXALLC,PTCH2,both_missed
C3_SKIN_EXALLC,PTGS1,both_missed
C3_SKIN_EXALLC,PTGS2,both_missed
C3_SKIN_EXALLC,PTK6,both_missed
C3_SKIN_EXALLC,PTPN13,both_missed
C3_SKIN_EXALLC,PTPN14,both_missed
C3_SKIN_EXALLC,PTPN22,both_missed
C3_SKIN_EXALLC,PTPRB,both_missed
C3_SKIN_EXALLC,PTPRC,both_missed
C3_SKIN_EXALLC,PTPRD,both_missed
C3_SKIN_EXALLC,PTPRK,both_missed
C3_SKIN_EXALLC,PTPRT,both_missed
C3_SKIN_EXALLC,QKI,both_missed
C3_SKIN_EXALLC,RAB5IF,both_missed
C3_SKIN_EXALLC,RAD21,both_missed
C3_SKIN_EXALLC,RAD51B,both_missed
C3_SKIN_EXALLC,RAD51C,both_missed
C3_SKIN_EXALLC,RAD51D,both_missed
C3_SKIN_EXALLC,RAET1L,both_missed
C3_SKIN_EXALLC,RALY,both_missed
C3_SKIN_EXALLC,RARA,both_missed
C3_SKIN_EXALLC,RASGRP3,both_missed
C3_SKIN_EXALLC,RB1,both_missed
C3_SKIN_EXALLC,RBBP8,both_missed
C3_SKIN_EXALLC,RBM10,both_missed
C3_SKIN_EXALLC,RCC2,both_missed
C3_SKIN_EXALLC,RECQL4,both_missed
C3_SKIN_EXALLC,RET,both_missed
C3_SKIN_EXALLC,RGS22,both_missed
C3_SKIN_EXALLC,RICTOR,both_missed
C3_SKIN_EXALLC,RMI2,both_missed
C3_SKIN_EXALLC,RNASET2,both_missed
C3_SKIN_EXALLC,RNF166,both_missed
C3_SKIN_EXALLC,RNF43,both_missed
C3_SKIN_EXALLC,ROCK2,both_missed
C3_SKIN_EXALLC,ROS1,both_missed
C3_SKIN_EXALLC,RPA1,both_missed
C3_SKIN_EXALLC,RPIA,both_missed
C3_SKIN_EXALLC,RPL22,both_missed
C3_SKIN_EXALLC,RRAS2,both_missed
C3_SKIN_EXALLC,RSPO2,both_missed
C3_SKIN_EXALLC,RSPO3,both_missed
C3_SKIN_EXALLC,RUNX1,both_missed
C3_SKIN_EXALLC,RUNX1T1,both_missed
C3_SKIN_EXALLC,RXFP3,both_missed
C3_SKIN_EXALLC,RXRA,both_missed
C3_SKIN_EXALLC,RXRB,both_missed
C3_SKIN_EXALLC,RXRG,both_missed
C3_SKIN_EXALLC,SALL4,both_missed
C3_SKIN_EXALLC,SBDS,both_missed
C3_SKIN_EXALLC,SBNO2,both_missed
C3_SKIN_EXALLC,SCAND1,both_missed
C3_SKIN_EXALLC,SDHA,both_missed
C3_SKIN_EXALLC,SDHAF2,both_missed
C3_SKIN_EXALLC,SDHB,both_missed
C3_SKIN_EXALLC,SDHC,both_missed
C3_SKIN_EXALLC,SDHD,both_missed
C3_SKIN_EXALLC,SENP7,both_missed
C3_SKIN_EXALLC,SETBP1,both_missed
C3_SKIN_EXALLC,SETD2,both_missed
C3_SKIN_EXALLC,SFPQ,both_missed
C3_SKIN_EXALLC,SFRP4,both_missed
C3_SKIN_EXALLC,SH2B3,both_missed
C3_SKIN_EXALLC,SH3GL1,both_missed
C3_SKIN_EXALLC,SIX1,both_missed
C3_SKIN_EXALLC,SLA2,both_missed
C3_SKIN_EXALLC,SLC34A2,both_missed
C3_SKIN_EXALLC,SLC6A17,both_missed
C3_SKIN_EXALLC,SMARCA4,both_missed
C3_SKIN_EXALLC,SMARCB1,both_missed
C3_SKIN_EXALLC,SMC2,both_missed
C3_SKIN_EXALLC,SMO,both_missed
C3_SKIN_EXALLC,SND1,both_missed
C3_SKIN_EXALLC,SOCS1,both_missed
C3_SKIN_EXALLC,SOX2,both_missed
C3_SKIN_EXALLC,SOX6,both_missed
C3_SKIN_EXALLC,SPDL1,both_missed
C3_SKIN_EXALLC,SPEN,both_missed
C3_SKIN_EXALLC,SPG7,both_missed
C3_SKIN_EXALLC,SPOP,both_missed
C3_SKIN_EXALLC,SSX1,both_missed
C3_SKIN_EXALLC,ST3GAL6,both_missed
C3_SKIN_EXALLC,STAG2,both_missed
C3_SKIN_EXALLC,STAT6,both_missed
C3_SKIN_EXALLC,STIL,both_missed
C3_SKIN_EXALLC,STK11,both_missed
C3_SKIN_EXALLC,STN1,both_missed
C3_SKIN_EXALLC,STRN,both_missed
C3_SKIN_EXALLC,SUFU,both_missed
C3_SKIN_EXALLC,SUOX,both_missed
C3_SKIN_EXALLC,SUZ12,both_missed
C3_SKIN_EXALLC,SYNE2,both_missed
C3_SKIN_EXALLC,TAF1B,both_missed
C3_SKIN_EXALLC,TAL1,both_missed
C3_SKIN_EXALLC,TAL2,both_missed
C3_SKIN_EXALLC,TBL1XR1,both_missed
C3_SKIN_EXALLC,TBX3,both_missed
C3_SKIN_EXALLC,TCF3,both_missed
C3_SKIN_EXALLC,TCF7L2,both_missed
C3_SKIN_EXALLC,TENT5C,both_missed
C3_SKIN_EXALLC,TERT,both_missed
C3_SKIN_EXALLC,TET1,both_missed
C3_SKIN_EXALLC,TET2,both_missed
C3_SKIN_EXALLC,TFAP2B,both_missed
C3_SKIN_EXALLC,TGFBR2,both_missed
C3_SKIN_EXALLC,TGM3,both_missed
C3_SKIN_EXALLC,TICAM1,both_missed
C3_SKIN_EXALLC,TLR3,both_missed
C3_SKIN_EXALLC,TLR7,both_missed
C3_SKIN_EXALLC,TLX1,both_missed
C3_SKIN_EXALLC,TLX3,both_missed
C3_SKIN_EXALLC,TMEM127,both_missed
C3_SKIN_EXALLC,TMEM132D,both_missed
C3_SKIN_EXALLC,TNFAIP3,both_missed
C3_SKIN_EXALLC,TNFRSF10B,both_missed
C3_SKIN_EXALLC,TNFRSF14,both_missed
C3_SKIN_EXALLC,TNFRSF17,both_missed
C3_SKIN_EXALLC,TNFRSF8,both_missed
C3_SKIN_EXALLC,TOP1,both_missed
C3_SKIN_EXALLC,TP63,both_missed
C3_SKIN_EXALLC,TPM3,both_missed
C3_SKIN_EXALLC,TRAF7,both_missed
C3_SKIN_EXALLC,TRIM33,both_missed
C3_SKIN_EXALLC,TRPS1,both_missed
C3_SKIN_EXALLC,TRRAP,both_missed
C3_SKIN_EXALLC,TSC1,both_missed
C3_SKIN_EXALLC,TSC2,both_missed
C3_SKIN_EXALLC,TSPYL5,both_missed
C3_SKIN_EXALLC,TUBB3,both_missed
C3_SKIN_EXALLC,TYMS,both_missed
C3_SKIN_EXALLC,U2AF1,both_missed
C3_SKIN_EXALLC,UBAC2,both_missed
C3_SKIN_EXALLC,UBR5,both_missed
C3_SKIN_EXALLC,UQCC1,both_missed
C3_SKIN_EXALLC,VDR,both_missed
C3_SKIN_EXALLC,WEE1,both_missed
C3_SKIN_EXALLC,WIF1,both_missed
C3_SKIN_EXALLC,WRN,both_missed
C3_SKIN_EXALLC,WT1,both_missed
C3_SKIN_EXALLC,WWTR1,both_missed
C3_SKIN_EXALLC,XCL2,both_missed
C3_SKIN_EXALLC,XPA,both_missed
C3_SKIN_EXALLC,XPC,both_missed
C3_SKIN_EXALLC,XPO1,both_missed
C3_SKIN_EXALLC,YAP1,both_missed
C3_SKIN_EXALLC,ZBTB10,both_missed
C3_SKIN_EXALLC,ZBTB7B,both_missed
C3_SKIN_EXALLC,ZFHX3,both_missed
C3_SKIN_EXALLC,ZFHX4,both_missed
C3_SKIN_EXALLC,ZFPM1,both_missed
C3_SKIN_EXALLC,ZNF331,both_missed
C3_SKIN_EXALLC,ZNF341,both_missed
C3_SKIN_EXALLC,ZNF521,both_missed
C3_SKIN_EXALLC,ZPBP,both_missed
C3_SKIN_EXALLC,ZRSR2,both_missed
CARDIAC_ARRHYTM,ANKS1A,only_emp_caught
CARDIAC_ARRHYTM,CELA3B,only_emp_caught
CARDIAC_ARRHYTM,CORIN,only_emp_caught
CARDIAC_ARRHYTM,DNAJC9,only_emp_caught
CARDIAC_ARRHYTM,DNASE1,only_emp_caught
CARDIAC_ARRHYTM,GSDMB,only_emp_caught
CARDIAC_ARRHYTM,GSDMC,only_emp_caught
CARDIAC_ARRHYTM,IGFBP7,only_emp_caught
CARDIAC_ARRHYTM,NAV2,only_emp_caught
CARDIAC_ARRHYTM,NPR3,only_emp_caught
CARDIAC_ARRHYTM,PM20D1,only_emp_caught
CARDIAC_ARRHYTM,SEMA3C,only_emp_caught
CARDIAC_ARRHYTM,SLC4A4,only_emp_caught
CARDIAC_ARRHYTM,SLC4A7,only_emp_caught
CARDIAC_ARRHYTM,TBX5,only_emp_caught
CARDIAC_ARRHYTM,WBP1L,only_emp_caught
CARDIAC_ARRHYTM,ZMPSTE24,only_emp_caught
CARDIAC_ARRHYTM,ADRB2,only_topn_caught
CARDIAC_ARRHYTM,AGTR1,only_topn_caught
CARDIAC_ARRHYTM,APOE,only_topn_caught
CARDIAC_ARRHYTM,ATXN1,only_topn_caught
CARDIAC_ARRHYTM,BTRC,only_topn_caught
CARDIAC_ARRHYTM,CBX8,only_topn_caught
CARDIAC_ARRHYTM,CCT2,only_topn_caught
CARDIAC_ARRHYTM,CREB1,only_topn_caught
CARDIAC_ARRHYTM,CREBBP,only_topn_caught
CARDIAC_ARRHYTM,CRK,only_topn_caught
CARDIAC_ARRHYTM,DRD2,only_topn_caught
CARDIAC_ARRHYTM,EGF,only_topn_caught
CARDIAC_ARRHYTM,EHHADH,only_topn_caught
CARDIAC_ARRHYTM,ESR1,only_topn_caught
CARDIAC_ARRHYTM,ESR2,only_topn_caught
CARDIAC_ARRHYTM,GNAI2,only_topn_caught
CARDIAC_ARRHYTM,GNB4,only_topn_caught
CARDIAC_ARRHYTM,HSPA9,only_topn_caught
CARDIAC_ARRHYTM,HSPD1,only_topn_caught
CARDIAC_ARRHYTM,IL6,only_topn_caught
CARDIAC_ARRHYTM,LMNA,only_topn_caught
CARDIAC_ARRHYTM,MAPT,only_topn_caught
CARDIAC_ARRHYTM,MAX,only_topn_caught
CARDIAC_ARRHYTM,PLG,only_topn_caught
CARDIAC_ARRHYTM,PSMD2,only_topn_caught
CARDIAC_ARRHYTM,PTK2,only_topn_caught
CARDIAC_ARRHYTM,PTPN11,only_topn_caught
CARDIAC_ARRHYTM,RIPK4,only_topn_caught
CARDIAC_ARRHYTM,RPL7,only_topn_caught
CARDIAC_ARRHYTM,RPS2,only_topn_caught
CARDIAC_ARRHYTM,SEMA3A,only_topn_caught
CARDIAC_ARRHYTM,SIRT1,only_topn_caught
CARDIAC_ARRHYTM,SMAD3,only_topn_caught
CARDIAC_ARRHYTM,TUBA1A,only_topn_caught
CARDIAC_ARRHYTM,TUBA4A,only_topn_caught
CARDIAC_ARRHYTM,YWHAE,only_topn_caught
CARDIAC_ARRHYTM,AGT,both_caught
CARDIAC_ARRHYTM,CDH2,both_caught
CARDIAC_ARRHYTM,CDKN1A,both_caught
CARDIAC_ARRHYTM,CETP,both_caught
CARDIAC_ARRHYTM,EFNA5,both_caught
CARDIAC_ARRHYTM,EPHA3,both_caught
CARDIAC_ARRHYTM,F2,both_caught
CARDIAC_ARRHYTM,GMCL1,both_caught
CARDIAC_ARRHYTM,HMGCR,both_caught
CARDIAC_ARRHYTM,LIPC,both_caught
CARDIAC_ARRHYTM,NPPA,both_caught
CARDIAC_ARRHYTM,PPIA,both_caught
CARDIAC_ARRHYTM,RPL22,both_caught
CARDIAC_ARRHYTM,SDHA,both_caught
CARDIAC_ARRHYTM,SEMA5B,both_caught
CARDIAC_ARRHYTM,SERPINC1,both_caught
CARDIAC_ARRHYTM,VSTM4,both_caught
CARDIAC_ARRHYTM,ABCC9,both_missed
CARDIAC_ARRHYTM,ABLIM1,both_missed
CARDIAC_ARRHYTM,ABO,both_missed
CARDIAC_ARRHYTM,ACADVL,both_missed
CARDIAC_ARRHYTM,ACE,both_missed
CARDIAC_ARRHYTM,ACVRL1,both_missed
CARDIAC_ARRHYTM,ADAMTS10,both_missed
CARDIAC_ARRHYTM,ADAP1,both_missed
CARDIAC_ARRHYTM,ADH1B,both_missed
CARDIAC_ARRHYTM,ADM,both_missed
CARDIAC_ARRHYTM,ADORA1,both_missed
CARDIAC_ARRHYTM,ADORA2A,both_missed
CARDIAC_ARRHYTM,ADORA2B,both_missed
CARDIAC_ARRHYTM,ADORA3,both_missed
CARDIAC_ARRHYTM,ADRA1A,both_missed
CARDIAC_ARRHYTM,ADRA1B,both_missed
CARDIAC_ARRHYTM,ADRA1D,both_missed
CARDIAC_ARRHYTM,ADRA2A,both_missed
CARDIAC_ARRHYTM,ADRA2B,both_missed
CARDIAC_ARRHYTM,ADRA2C,both_missed
CARDIAC_ARRHYTM,ADRB1,both_missed
CARDIAC_ARRHYTM,ADRB3,both_missed
CARDIAC_ARRHYTM,AGBL4,both_missed
CARDIAC_ARRHYTM,AKAP6,both_missed
CARDIAC_ARRHYTM,AKAP9,both_missed
CARDIAC_ARRHYTM,AKIRIN2,both_missed
CARDIAC_ARRHYTM,ALDH2,both_missed
CARDIAC_ARRHYTM,ANAPC4,both_missed
CARDIAC_ARRHYTM,ANK2,both_missed
CARDIAC_ARRHYTM,ANKRD17,both_missed
CARDIAC_ARRHYTM,ANO5,both_missed
CARDIAC_ARRHYTM,ANXA4,both_missed
CARDIAC_ARRHYTM,AOAH,both_missed
CARDIAC_ARRHYTM,AP3B1,both_missed
CARDIAC_ARRHYTM,ARF1,both_missed
CARDIAC_ARRHYTM,ARHGAP10,both_missed
CARDIAC_ARRHYTM,ARHGAP17,both_missed
CARDIAC_ARRHYTM,ARHGAP24,both_missed
CARDIAC_ARRHYTM,ARHGAP26,both_missed
CARDIAC_ARRHYTM,ARHGEF40,both_missed
CARDIAC_ARRHYTM,ARID2,both_missed
CARDIAC_ARRHYTM,ARL6IP5,both_missed
CARDIAC_ARRHYTM,ARNT2,both_missed
CARDIAC_ARRHYTM,ASAH1,both_missed
CARDIAC_ARRHYTM,ASH1L,both_missed
CARDIAC_ARRHYTM,ASXL2,both_missed
CARDIAC_ARRHYTM,ATP1A1,both_missed
CARDIAC_ARRHYTM,ATP1A2,both_missed
CARDIAC_ARRHYTM,ATP1A3,both_missed
CARDIAC_ARRHYTM,ATP1A4,both_missed
CARDIAC_ARRHYTM,ATP1B1,both_missed
CARDIAC_ARRHYTM,ATP1B2,both_missed
CARDIAC_ARRHYTM,ATP1B3,both_missed
CARDIAC_ARRHYTM,ATP2B1,both_missed
CARDIAC_ARRHYTM,ATP5F1E,both_missed
CARDIAC_ARRHYTM,AVPR1A,both_missed
CARDIAC_ARRHYTM,AVPR1B,both_missed
CARDIAC_ARRHYTM,AVPR2,both_missed
CARDIAC_ARRHYTM,BBS7,both_missed
CARDIAC_ARRHYTM,BEST3,both_missed
CARDIAC_ARRHYTM,BMP2,both_missed
CARDIAC_ARRHYTM,BNC2,both_missed
CARDIAC_ARRHYTM,BNIP1,both_missed
CARDIAC_ARRHYTM,BRWD1,both_missed
CARDIAC_ARRHYTM,BTG1,both_missed
CARDIAC_ARRHYTM,C10orf71,both_missed
CARDIAC_ARRHYTM,C10orf90,both_missed
CARDIAC_ARRHYTM,CACNA1C,both_missed
CARDIAC_ARRHYTM,CACNA1D,both_missed
CARDIAC_ARRHYTM,CACNA1F,both_missed
CARDIAC_ARRHYTM,CACNA1S,both_missed
CARDIAC_ARRHYTM,CACNA2D1,both_missed
CARDIAC_ARRHYTM,CACUL1,both_missed
CARDIAC_ARRHYTM,CALB2,both_missed
CARDIAC_ARRHYTM,CALM1,both_missed
CARDIAC_ARRHYTM,CALM3,both_missed
CARDIAC_ARRHYTM,CAMK2D,both_missed
CARDIAC_ARRHYTM,CAND2,both_missed
CARDIAC_ARRHYTM,CAPN3,both_missed
CARDIAC_ARRHYTM,CAPN9,both_missed
CARDIAC_ARRHYTM,CAPZB,both_missed
CARDIAC_ARRHYTM,CASQ2,both_missed
CARDIAC_ARRHYTM,CASZ1,both_missed
CARDIAC_ARRHYTM,CATSPERE,both_missed
CARDIAC_ARRHYTM,CAV1,both_missed
CARDIAC_ARRHYTM,CAV2,both_missed
CARDIAC_ARRHYTM,CAVIN4,both_missed
CARDIAC_ARRHYTM,CCDC134,both_missed
CARDIAC_ARRHYTM,CCDC136,both_missed
CARDIAC_ARRHYTM,CCDC141,both_missed
CARDIAC_ARRHYTM,CCDC170,both_missed
CARDIAC_ARRHYTM,CCDC171,both_missed
CARDIAC_ARRHYTM,CCDC7,both_missed
CARDIAC_ARRHYTM,CCDC92,both_missed
CARDIAC_ARRHYTM,CCND2,both_missed
CARDIAC_ARRHYTM,CD34,both_missed
CARDIAC_ARRHYTM,CD36,both_missed
CARDIAC_ARRHYTM,CDH13,both_missed
CARDIAC_ARRHYTM,CDHR3,both_missed
CARDIAC_ARRHYTM,CDKN1B,both_missed
CARDIAC_ARRHYTM,CDKN2B,both_missed
CARDIAC_ARRHYTM,CELSR1,both_missed
CARDIAC_ARRHYTM,CELSR2,both_missed
CARDIAC_ARRHYTM,CENPS,both_missed
CARDIAC_ARRHYTM,CEP112,both_missed
CARDIAC_ARRHYTM,CEP120,both_missed
CARDIAC_ARRHYTM,CEP68,both_missed
CARDIAC_ARRHYTM,CEP85L,both_missed
CARDIAC_ARRHYTM,CFAP410,both_missed
CARDIAC_ARRHYTM,CFL2,both_missed
CARDIAC_ARRHYTM,CHRM1,both_missed
CARDIAC_ARRHYTM,CHRM2,both_missed
CARDIAC_ARRHYTM,CHRM3,both_missed
CARDIAC_ARRHYTM,CHRM4,both_missed
CARDIAC_ARRHYTM,CHRM5,both_missed
CARDIAC_ARRHYTM,CHST4,both_missed
CARDIAC_ARRHYTM,CILP,both_missed
CARDIAC_ARRHYTM,CIT,both_missed
CARDIAC_ARRHYTM,CLDND1,both_missed
CARDIAC_ARRHYTM,CLSTN1,both_missed
CARDIAC_ARRHYTM,CNNM2,both_missed
CARDIAC_ARRHYTM,COL15A1,both_missed
CARDIAC_ARRHYTM,COL25A1,both_missed
CARDIAC_ARRHYTM,CPEB4,both_missed
CARDIAC_ARRHYTM,CRADD,both_missed
CARDIAC_ARRHYTM,CREB5,both_missed
CARDIAC_ARRHYTM,CRIM1,both_missed
CARDIAC_ARRHYTM,CTBP2,both_missed
CARDIAC_ARRHYTM,CTIF,both_missed
CARDIAC_ARRHYTM,CTNNA3,both_missed
CARDIAC_ARRHYTM,CTSS,both_missed
CARDIAC_ARRHYTM,CUX1,both_missed
CARDIAC_ARRHYTM,CUX2,both_missed
CARDIAC_ARRHYTM,CXADR,both_missed
CARDIAC_ARRHYTM,CYS1,both_missed
CARDIAC_ARRHYTM,CYSLTR2,both_missed
CARDIAC_ARRHYTM,DEK,both_missed
CARDIAC_ARRHYTM,DES,both_missed
CARDIAC_ARRHYTM,DFFA,both_missed
CARDIAC_ARRHYTM,DGKB,both_missed
CARDIAC_ARRHYTM,DIO3,both_missed
CARDIAC_ARRHYTM,DIP2B,both_missed
CARDIAC_ARRHYTM,DKK1,both_missed
CARDIAC_ARRHYTM,DLC1,both_missed
CARDIAC_ARRHYTM,DLEC1,both_missed
CARDIAC_ARRHYTM,DLG2,both_missed
CARDIAC_ARRHYTM,DLG5,both_missed
CARDIAC_ARRHYTM,DNAJC12,both_missed
CARDIAC_ARRHYTM,DNMT3A,both_missed
CARDIAC_ARRHYTM,DOT1L,both_missed
CARDIAC_ARRHYTM,DPCD,both_missed
CARDIAC_ARRHYTM,DPF3,both_missed
CARDIAC_ARRHYTM,DPP6,both_missed
CARDIAC_ARRHYTM,DPT,both_missed
CARDIAC_ARRHYTM,DSC1,both_missed
CARDIAC_ARRHYTM,DSC2,both_missed
CARDIAC_ARRHYTM,DSG2,both_missed
CARDIAC_ARRHYTM,DSP,both_missed
CARDIAC_ARRHYTM,DST,both_missed
CARDIAC_ARRHYTM,DTNA,both_missed
CARDIAC_ARRHYTM,DUSP6,both_missed
CARDIAC_ARRHYTM,E2F6,both_missed
CARDIAC_ARRHYTM,EBF1,both_missed
CARDIAC_ARRHYTM,EBLN1,both_missed
CARDIAC_ARRHYTM,EBPL,both_missed
CARDIAC_ARRHYTM,ECE2,both_missed
CARDIAC_ARRHYTM,EDNRA,both_missed
CARDIAC_ARRHYTM,EEFSEC,both_missed
CARDIAC_ARRHYTM,EFEMP1,both_missed
CARDIAC_ARRHYTM,EHF,both_missed
CARDIAC_ARRHYTM,ELF2,both_missed
CARDIAC_ARRHYTM,ELOVL6,both_missed
CARDIAC_ARRHYTM,EML1,both_missed
CARDIAC_ARRHYTM,ENO1,both_missed
CARDIAC_ARRHYTM,EPAS1,both_missed
CARDIAC_ARRHYTM,EPB41L1,both_missed
CARDIAC_ARRHYTM,EPS15,both_missed
CARDIAC_ARRHYTM,ERBB4,both_missed
CARDIAC_ARRHYTM,ESRRG,both_missed
CARDIAC_ARRHYTM,ESYT2,both_missed
CARDIAC_ARRHYTM,EXT1,both_missed
CARDIAC_ARRHYTM,EYA4,both_missed
CARDIAC_ARRHYTM,F10,both_missed
CARDIAC_ARRHYTM,F11,both_missed
CARDIAC_ARRHYTM,FAF1,both_missed
CARDIAC_ARRHYTM,FAM13B,both_missed
CARDIAC_ARRHYTM,FAM149B1,both_missed
CARDIAC_ARRHYTM,FAM184A,both_missed
CARDIAC_ARRHYTM,FAM241A,both_missed
CARDIAC_ARRHYTM,FANCC,both_missed
CARDIAC_ARRHYTM,FAT3,both_missed
CARDIAC_ARRHYTM,FBN2,both_missed
CARDIAC_ARRHYTM,FBXO11,both_missed
CARDIAC_ARRHYTM,FBXO32,both_missed
CARDIAC_ARRHYTM,FERMT2,both_missed
CARDIAC_ARRHYTM,FES,both_missed
CARDIAC_ARRHYTM,FGD5,both_missed
CARDIAC_ARRHYTM,FGF13,both_missed
CARDIAC_ARRHYTM,FGF5,both_missed
CARDIAC_ARRHYTM,FGFR2,both_missed
CARDIAC_ARRHYTM,FGFR3,both_missed
CARDIAC_ARRHYTM,FGFRL1,both_missed
CARDIAC_ARRHYTM,FHOD3,both_missed
CARDIAC_ARRHYTM,FIGN,both_missed
CARDIAC_ARRHYTM,FILIP1,both_missed
CARDIAC_ARRHYTM,FITM2,both_missed
CARDIAC_ARRHYTM,FLNC,both_missed
CARDIAC_ARRHYTM,FLRT2,both_missed
CARDIAC_ARRHYTM,FNDC3B,both_missed
CARDIAC_ARRHYTM,FOXE1,both_missed
CARDIAC_ARRHYTM,FOXK1,both_missed
CARDIAC_ARRHYTM,FRMD4A,both_missed
CARDIAC_ARRHYTM,FRMD4B,both_missed
CARDIAC_ARRHYTM,FSD2,both_missed
CARDIAC_ARRHYTM,FTO,both_missed
CARDIAC_ARRHYTM,FURIN,both_missed
CARDIAC_ARRHYTM,FXYD2,both_missed
CARDIAC_ARRHYTM,GABRA1,both_missed
CARDIAC_ARRHYTM,GABRA2,both_missed
CARDIAC_ARRHYTM,GABRA3,both_missed
CARDIAC_ARRHYTM,GABRA4,both_missed
CARDIAC_ARRHYTM,GABRA5,both_missed
CARDIAC_ARRHYTM,GABRA6,both_missed
CARDIAC_ARRHYTM,GABRB1,both_missed
CARDIAC_ARRHYTM,GABRB2,both_missed
CARDIAC_ARRHYTM,GABRB3,both_missed
CARDIAC_ARRHYTM,GABRD,both_missed
CARDIAC_ARRHYTM,GABRE,both_missed
CARDIAC_ARRHYTM,GABRG1,both_missed
CARDIAC_ARRHYTM,GABRG2,both_missed
CARDIAC_ARRHYTM,GABRG3,both_missed
CARDIAC_ARRHYTM,GABRQ,both_missed
CARDIAC_ARRHYTM,GALR1,both_missed
CARDIAC_ARRHYTM,GATA4,both_missed
CARDIAC_ARRHYTM,GATA5,both_missed
CARDIAC_ARRHYTM,GATA6,both_missed
CARDIAC_ARRHYTM,GFPT1,both_missed
CARDIAC_ARRHYTM,GHR,both_missed
CARDIAC_ARRHYTM,GJA1,both_missed
CARDIAC_ARRHYTM,GJA5,both_missed
CARDIAC_ARRHYTM,GJB7,both_missed
CARDIAC_ARRHYTM,GNA12,both_missed
CARDIAC_ARRHYTM,GON4L,both_missed
CARDIAC_ARRHYTM,GOSR2,both_missed
CARDIAC_ARRHYTM,GPR146,both_missed
CARDIAC_ARRHYTM,GRB10,both_missed
CARDIAC_ARRHYTM,GREM1,both_missed
CARDIAC_ARRHYTM,GRIA1,both_missed
CARDIAC_ARRHYTM,GSN,both_missed
CARDIAC_ARRHYTM,GTF2I,both_missed
CARDIAC_ARRHYTM,GTF2IRD2,both_missed
CARDIAC_ARRHYTM,GYG1,both_missed
